   Runnr	Alpha-pr	Cd-press	Cl-press	Cm-press	Cn-press	Ct-press	Re-press	 M-press	 Q-press	 V-press	    Flap	 Cpu_001	 Cpu_002	 Cpu_003	 Cpu_004	 Cpu_005	 Cpu_006	 Cpu_007	 Cpu_008	 Cpu_009	 Cpu_010	 Cpu_011	 Cpu_012	 Cpu_013	 Cpu_014	 Cpu_015	 Cpu_016	 Cpu_017	 Cpu_018	 Cpu_019	 Cpu_020	 Cpu_021	 Cpu_022	 Cpu_023	 Cpu_024	 Cpu_025	 Cpu_026	 Cpu_027	 Cpu_028	 Cpu_029	 Cpu_030	 Cpu_031	 Cpu_032	 Cpu_033	 Cpu_034	 Cpu_035	 Cpu_036	 Cpu_037	 Cpu_038	 Cpu_039	 Cpu_040	 Cpl_001	 Cpl_002	 Cpl_003	 Cpl_004	 Cpl_005	 Cpl_006	 Cpl_007	 Cpl_008	 Cpl_009	 Cpl_010	 Cpl_011	 Cpl_012	 Cpl_013	 Cpl_014	 Cpl_015	 Cpl_016	 Cpl_017	 Cpl_018	 Cpl_019	 Cpl_020	 Cpl_021	 Cpl_022	 Cpl_023	Cn-p-cor	Ct-p-cor	Cm-p-cor
      27	 -10.281	0.014092	 -0.8242	 -0.0577	 -0.8135	-0.133243	2.996E+6	   0.232	 3824.03	   81.58	   0.000	 0.09405	 0.08801	 0.07301	 0.04510	 0.01112	-0.02311	-0.06146	-0.09609	-0.12704	-0.15468	-0.17682	-0.19842	-0.20373	-0.19918	-0.18768	-0.17332	-0.13769	-0.09599	-0.03630	 0.01605	 0.07670	 0.14668	 0.21452	 0.29014	 0.36296	 0.44697	 0.52977	 0.58135	 0.68127	 0.77601	 0.85892	 0.93188	 0.98272	 0.99866	 0.95331	 0.77719	 0.41847	-0.23025	-1.17903	-2.38532	-2.46363	-4.42673	-4.09364	-3.62840	-2.66713	-2.34036	-1.96987	-1.97235	-1.61180	-1.46533	-1.34799	-1.22870	-1.13830	-1.01528	-0.88064	-0.71481	-0.55282	-0.36150	-0.20946	-0.09338	-0.02226	 0.05545	 0.08889	 -0.8135	-0.132499	 -0.0576	
      28	 -11.290	0.017246	 -0.8935	 -0.0574	 -0.8795	-0.158000	2.994E+6	   0.232	 3820.77	   81.55	   0.000	 0.04481	 0.06631	 0.06047	 0.03843	 0.00868	-0.02128	-0.05572	-0.08671	-0.11364	-0.13724	-0.15559	-0.17309	-0.17412	-0.16569	-0.15009	-0.13231	-0.09304	-0.04853	 0.01378	 0.06866	 0.13136	 0.20299	 0.27164	 0.34836	 0.42175	 0.50531	 0.58713	 0.64104	 0.73610	 0.82504	 0.89963	 0.96080	 0.99589	 0.98933	 0.90899	 0.67551	 0.24069	-0.51597	-1.58466	-2.92769	-3.02009	-5.03640	-4.58658	-3.95761	-2.93233	-2.53317	-2.11917	-2.09949	-1.70777	-1.54035	-1.40642	-1.27254	-1.16823	-1.03233	-0.88377	-0.70442	-0.53056	-0.33277	-0.18729	-0.09730	-0.05185	-0.00023	 0.03200	 -0.8796	-0.157289	 -0.0573	
      29	 -12.304	0.023436	 -0.9570	 -0.0545	 -0.9400	-0.181040	2.989E+6	   0.232	 3810.01	   81.45	   0.000	-0.00404	 0.04501	 0.04799	 0.03156	 0.00592	-0.01988	-0.05057	-0.07799	-0.10110	-0.12088	-0.13550	-0.14897	-0.14605	-0.13380	-0.11448	-0.09304	-0.05063	-0.00342	 0.06127	 0.11820	 0.18258	 0.25556	 0.32462	 0.40184	 0.47589	 0.55857	 0.63872	 0.69395	 0.78391	 0.86627	 0.93203	 0.98039	 0.99933	 0.96940	 0.85280	 0.56084	 0.04952	-0.81541	-2.00223	-3.48648	-3.58511	-5.64700	-5.06411	-4.07286	-3.17787	-2.71318	-2.25671	-2.21461	-1.79351	-1.60645	-1.45464	-1.30605	-1.18775	-1.03930	-0.87627	-0.68371	-0.49992	-0.30436	-0.18160	-0.12147	-0.09497	-0.05939	-0.02450	 -0.9402	-0.180428	 -0.0544	
      30	 -13.313	0.030786	 -1.0151	 -0.0500	 -0.9949	-0.203773	2.986E+6	   0.232	 3804.60	   81.40	   0.000	-0.05571	 0.02175	 0.03334	 0.02250	 0.00096	-0.02077	-0.04777	-0.07169	-0.09191	-0.10750	-0.11860	-0.12845	-0.12180	-0.10577	-0.08298	-0.05823	-0.01284	 0.03672	 0.10371	 0.16252	 0.22813	 0.30177	 0.37141	 0.44940	 0.52361	 0.60512	 0.68363	 0.73948	 0.82396	 0.89955	 0.95635	 0.99254	 0.99534	 0.94147	 0.78908	 0.44001	-0.14459	-1.11421	-2.41361	-4.03036	-4.12837	-6.26060	-5.49815	-4.32523	-3.40376	-2.87578	-2.37995	-2.31460	-1.86604	-1.66087	-1.49062	-1.32680	-1.19327	-1.03059	-0.84972	-0.63910	-0.44388	-0.27037	-0.19575	-0.16704	-0.15418	-0.12472	-0.09187	 -0.9953	-0.203335	 -0.0498	
      31	 -14.318	0.040823	 -1.0575	 -0.0424	 -1.0347	-0.221961	2.980E+6	   0.231	 3792.21	   81.28	   0.000	-0.11777	-0.00773	 0.01327	 0.00830	-0.00879	-0.02617	-0.04942	-0.06976	-0.08636	-0.09839	-0.10616	-0.11256	-0.10250	-0.08294	-0.05677	-0.02883	 0.01927	 0.07119	 0.14023	 0.20043	 0.26687	 0.34128	 0.41140	 0.49033	 0.56425	 0.64455	 0.72106	 0.77696	 0.85615	 0.92521	 0.97338	 0.99790	 0.98563	 0.90925	 0.72379	 0.32245	-0.32862	-1.39158	-2.78936	-4.52710	-4.61543	-6.78770	-5.91644	-4.57291	-3.57700	-2.99879	-2.46852	-2.37882	-1.90649	-1.68478	-1.49457	-1.31225	-1.15850	-0.97541	-0.76594	-0.53600	-0.36573	-0.27130	-0.24851	-0.24035	-0.23152	-0.20016	-0.17288	 -1.0354	-0.221835	 -0.0423	
      32	 -15.318	0.048111	 -1.0517	 -0.0390	 -1.0270	-0.231427	2.983E+6	   0.232	 3800.74	   81.39	   0.000	-0.22447	-0.06392	-0.02696	-0.02230	-0.03277	-0.04412	-0.06261	-0.07864	-0.09096	-0.09927	-0.10321	-0.10599	-0.09246	-0.06964	-0.04028	-0.00936	 0.04095	 0.09600	 0.16671	 0.22760	 0.29530	 0.37121	 0.44195	 0.52158	 0.59518	 0.67426	 0.74915	 0.80455	 0.87929	 0.94284	 0.98379	 0.99896	 0.97382	 0.87936	 0.66740	 0.22548	-0.47669	-1.61005	-3.07914	-4.90499	-4.99917	-7.15080	-6.21992	-4.72596	-3.66960	-3.05220	-2.49526	-2.37987	-1.88986	-1.64947	-1.43593	-1.22777	-1.03917	-0.81670	-0.56645	-0.37140	-0.30253	-0.28475	-0.29207	-0.29816	-0.30104	-0.29079	-0.24287	 -1.0279	-0.231788	 -0.0389	
      33	   4.624	0.012181	  0.7434	 -0.0655	  0.7420	-0.047796	3.000E+6	   0.233	 3847.38	   81.87	   0.000	 0.10509	 0.06591	 0.01637	-0.04263	-0.11044	-0.19230	-0.28415	-0.37739	-0.47544	-0.57129	-0.66754	-0.76776	-0.85576	-0.93365	-1.00497	-1.07559	-1.11867	-1.15023	-1.16053	-1.18455	-1.18616	-1.19594	-1.18564	-1.18215	-1.15889	-1.14139	-1.15234	-1.30049	-1.23090	-1.18511	-1.13365	-1.09173	-1.06587	-1.03943	-0.99224	-0.86009	-0.65495	-0.35803	 0.11409	 0.37139	 0.38750	 0.99983	 0.89646	 0.70515	 0.53715	 0.39367	 0.28516	 0.13569	 0.10409	 0.02615	-0.03515	-0.08501	-0.13940	-0.16393	-0.17454	-0.15040	-0.11195	-0.04525	 0.01482	 0.07932	 0.15664	 0.25452	 0.09872	  0.7416	-0.047418	 -0.0657	
      34	   5.652	0.013117	  0.8428	 -0.0641	  0.8400	-0.069960	2.999E+6	   0.233	 3845.40	   81.85	   0.000	 0.08105	 0.04901	 0.00650	-0.04603	-0.10921	-0.18958	-0.28291	-0.37982	-0.48293	-0.58443	-0.68665	-0.79337	-0.88834	-0.97356	-1.05216	-1.13038	-1.18094	-1.21974	-1.23775	-1.26963	-1.27824	-1.29704	-1.29421	-1.30043	-1.28515	-1.27524	-1.30024	-1.47555	-1.41660	-1.38415	-1.34896	-1.32748	-1.32654	-1.33284	-1.32329	-1.22315	-1.04435	-0.75675	-0.22965	 0.05505	 0.07033	 0.98265	 0.96190	 0.80842	 0.64600	 0.50115	 0.38556	 0.23569	 0.19058	 0.10650	 0.03901	-0.01752	-0.07733	-0.10862	-0.12612	-0.10924	-0.07752	-0.01827	 0.03578	 0.09462	 0.16714	 0.25556	 0.07366	  0.8397	-0.069484	 -0.0642	
      35	   6.679	0.014378	  0.9343	 -0.0618	  0.9296	-0.094391	2.996E+6	   0.233	 3838.05	   81.78	   0.000	 0.05052	 0.02378	-0.00968	-0.05231	-0.10670	-0.18133	-0.27362	-0.37341	-0.48157	-0.58890	-0.69769	-0.81086	-0.91314	-1.00598	-1.09210	-1.17787	-1.23625	-1.28244	-1.30843	-1.34839	-1.36419	-1.39213	-1.39676	-1.41369	-1.40639	-1.40560	-1.44047	-1.64704	-1.60049	-1.58130	-1.56416	-1.56494	-1.59102	-1.63321	-1.66575	-1.60364	-1.45929	-1.19007	-0.61463	-0.31042	-0.29595	 0.92907	 0.99440	 0.88673	 0.73711	 0.59487	 0.47518	 0.32615	 0.26963	 0.18094	 0.10746	 0.04527	-0.01945	-0.05687	-0.08075	-0.07082	-0.04552	 0.00636	 0.05431	 0.10782	 0.17564	 0.25376	 0.04128	  0.9293	-0.093826	 -0.0620	
      36	   7.707	0.016958	  1.0093	 -0.0586	  1.0024	-0.118536	2.995E+6	   0.233	 3835.48	   81.76	   0.000	 0.01250	-0.01248	-0.03587	-0.06606	-0.10659	-0.16794	-0.25271	-0.35243	-0.46505	-0.57874	-0.69438	-0.81433	-0.92410	-1.02478	-1.11835	-1.21156	-1.27758	-1.33119	-1.36491	-1.41284	-1.43583	-1.47265	-1.48498	-1.51148	-1.51269	-1.52196	-1.54892	-1.80038	-1.76739	-1.76024	-1.76073	-1.78394	-1.83689	-1.91462	-1.98958	-1.96756	-1.86122	-1.61658	-1.00324	-0.68713	-0.67670	 0.85012	 0.99938	 0.93922	 0.80689	 0.67030	 0.54919	 0.40227	 0.33681	 0.24455	 0.16671	 0.09958	 0.03019	-0.01225	-0.04185	-0.03820	-0.01862	 0.02669	 0.06930	 0.11749	 0.18083	 0.24828	-0.00128	  1.0021	-0.117933	 -0.0588	
