,   Alpha,       M,       Q,       V,  Z_w.r., Cpu_001, Cpu_002, Cpu_003, Cpu_004, Cpu_005, Cpu_006, Cpu_007, Cpu_008, Cpu_009, Cpu_010, Cpu_011, Cpu_012, Cpu_013, Cpu_014, Cpu_015, Cpu_016, Cpu_017, Cpu_018, Cpu_019, Cpu_020, Cpu_021, Cpu_022, Cpu_023, Cpu_024, Cpu_025, Cpu_026, Cpu_027, Cpu_028, Cpu_029, Cpu_030, Cpu_031, Cpu_032, Cpu_033, Cpu_034, Cpu_035, Cpu_036, Cpu_037, Cpu_038, Cpu_039, Cpu_040, Cpl_001, Cpl_002, Cpl_003, Cpl_004, Cpl_005, Cpl_006, Cpl_007, Cpl_008, Cpl_009, Cpl_010, Cpl_011, Cpl_012, Cpl_013, Cpl_014, Cpl_015, Cpl_016, Cpl_017, Cpl_018, Cpl_019, Cpl_020, Cpl_021, Cpl_022, Cpl_023,Grade,Grit Size,Lower Coverage,Upper Coverage
553,7.187,0.241,4049.78,85.33,219.16,-0.00383,-0.02975,-0.04892,-0.07396,-0.10708,-0.15859,-0.2345,-0.3285,-0.43813,-0.54958,-0.66338,-0.78033,-0.88853,-0.98544,-1.0761,-1.16533,-1.23013,-1.27974,-1.31282,-1.35487,-1.37418,-1.40582,-1.41982,-1.44747,-1.44988,-1.44698,-1.45547,-1.51843,-1.70695,-1.68611,-1.65399,-1.65062,-1.6846,-1.73323,-1.79887,-1.74924,-1.61415,-1.35079,-0.75477,-0.44052,-0.44113,0.90971,0.99828,0.89888,0.74935,0.60618,0.46404,0.37344,0.28775,0.19813,0.12253,0.05906,-0.00824,-0.0484,-0.07358,-0.06691,-0.04356,0.00645,0.05139,0.10205,0.16757,0.2378,-0.00986,240.0,53.0,0.08,0.08
554,5.133,0.242,4061.14,85.45,220.82,0.07806,0.04641,0.00624,-0.0449,-0.10716,-0.18531,-0.27578,-0.37023,-0.47086,-0.56929,-0.66896,-0.77163,-0.86433,-0.94503,-1.01985,-1.09408,-1.14288,-1.17722,-1.19406,-1.22021,-1.22462,-1.23829,-1.23607,-1.24371,-1.22856,-1.20706,-1.19316,-1.2274,-1.37239,-1.32083,-1.25937,-1.21862,-1.19944,-1.19608,-1.16419,-1.04352,-0.84464,-0.54967,-0.04394,0.23148,0.23177,0.99794,0.92556,0.74217,0.57178,0.42637,0.28997,0.21267,0.14076,0.05993,-0.00477,-0.05663,-0.11414,-0.14237,-0.15501,-0.13491,-0.09892,-0.03522,0.02174,0.08338,0.15836,0.25173,0.0757,240.0,53.0,0.08,0.08
555,3.074,0.242,4067.47,85.52,219.07,0.12624,0.07912,0.02504,-0.03795,-0.10797,-0.18774,-0.27498,-0.36248,-0.45339,-0.541,-0.62905,-0.71951,-0.79846,-0.86471,-0.92542,-0.98529,-1.01949,-1.03967,-1.04177,-1.05283,-1.04345,-1.04001,-1.02255,-1.01153,-0.98023,-0.94199,-0.90786,-0.9146,-1.01467,-0.9376,-0.85105,-0.77811,-0.72195,-0.64909,-0.55188,-0.3841,-0.1537,0.1411,0.52682,0.73123,0.73185,0.94659,0.72237,0.48369,0.31946,0.18798,0.06734,0.01286,-0.03892,-0.10577,-0.15686,-0.19414,-0.23974,-0.25393,-0.25228,-0.21704,-0.16726,-0.08837,-0.01931,0.0539,0.13846,0.25082,0.1249,240.0,53.0,0.08,0.08
556,1.027,0.242,4063.53,85.49,220.84,0.15565,0.09436,0.03581,-0.02883,-0.09794,-0.17337,-0.25435,-0.33409,-0.41539,-0.49274,-0.56971,-0.64863,-0.71455,-0.76736,-0.81454,-0.86076,-0.88119,-0.88838,-0.87713,-0.87425,-0.85257,-0.83371,-0.80298,-0.77472,-0.72964,-0.67763,-0.62604,-0.60783,-0.66808,-0.56998,-0.46205,-0.36771,-0.27076,-0.16228,-0.02908,0.16118,0.39155,0.64334,0.88215,0.9784,0.97932,0.68827,0.37045,0.11875,-0.00589,-0.10115,-0.1964,-0.22027,-0.24399,-0.2916,-0.32542,-0.34568,-0.37654,-0.37493,-0.35699,-0.30501,-0.24068,-0.14577,-0.0639,0.02103,0.11438,0.24255,0.15493,240.0,53.0,0.08,0.08
557,-1.031,0.242,4066.57,85.52,219.21,0.17475,0.10305,0.04547,-0.01661,-0.08196,-0.15129,-0.22525,-0.297,-0.369,-0.43663,-0.50297,-0.57076,-0.62454,-0.66466,-0.69915,-0.73269,-0.74067,-0.7362,-0.71294,-0.6978,-0.66529,-0.63316,-0.59117,-0.54811,-0.49103,-0.4273,-0.36121,-0.32129,-0.34736,-0.23549,-0.12686,-0.00822,0.104,0.23404,0.38514,0.56997,0.76252,0.9267,1.0,0.96375,0.96452,0.21741,-0.12274,-0.3398,-0.38695,-0.43869,-0.49751,-0.47819,-0.46602,-0.49166,-0.5044,-0.50351,-0.51711,-0.49798,-0.46269,-0.39311,-0.31336,-0.20249,-0.10753,-0.01114,0.08943,0.22801,0.1741,240.0,53.0,0.08,0.08
558,-3.088,0.242,4067.12,85.53,220.82,0.18213,0.10884,0.05662,0.00025,-0.0593,-0.12127,-0.18734,-0.2506,-0.31297,-0.37061,-0.42681,-0.48248,-0.52429,-0.55205,-0.57439,-0.59547,-0.5918,-0.57656,-0.54269,-0.51603,-0.47449,-0.43001,-0.37898,-0.32363,-0.25877,-0.1866,-0.1087,-0.05071,-0.04934,0.06796,0.18654,0.31114,0.43051,0.56425,0.70677,0.85392,0.96777,0.99811,0.89974,0.66056,0.66097,-0.50838,-0.80212,-0.93399,-0.85926,-0.83935,-0.84289,-0.77086,-0.71665,-0.71383,-0.70115,-0.67609,-0.66886,-0.62968,-0.57437,-0.48525,-0.38863,-0.2605,-0.15188,-0.04414,0.06259,0.20795,0.18189,240.0,53.0,0.08,0.08
559,-5.153,0.242,4061.6,85.48,219.22,0.1797,0.11195,0.06737,0.01761,-0.03555,-0.08991,-0.14819,-0.20326,-0.2565,-0.30543,-0.35115,-0.39615,-0.42709,-0.4441,-0.45574,-0.46567,-0.45204,-0.42747,-0.38498,-0.34911,-0.30038,-0.24619,-0.18852,-0.12474,-0.05409,0.02446,0.10586,0.17456,0.20051,0.31933,0.43821,0.55942,0.67262,0.79147,0.90201,0.98401,0.99336,0.87942,0.56307,0.08667,0.08654,-1.42792,-1.60635,-1.60078,-1.36708,-1.26534,-1.20241,-1.07154,-0.9709,-0.93519,-0.89499,-0.84412,-0.81436,-0.75416,-0.67783,-0.56881,-0.45531,-0.31057,-0.18878,-0.07149,0.03754,0.1817,0.18029,240.0,53.0,0.08,0.08
560,-7.195,0.242,4054.87,85.42,220.85,0.16319,0.11,0.07533,0.03348,-0.01249,-0.05889,-0.10913,-0.15593,-0.20018,-0.23978,-0.27589,-0.31077,-0.33137,-0.33806,-0.34026,-0.33929,-0.31664,-0.28397,-0.23444,-0.19053,-0.13541,-0.07405,-0.01148,0.0595,0.13315,0.21552,0.2975,0.37242,0.41891,0.53315,0.64344,0.75189,0.84777,0.93522,0.99245,0.98711,0.86743,0.55807,-0.00757,-0.76247,-0.76366,-2.5683,-2.55627,-2.33208,-1.93265,-1.72765,-1.58572,-1.3885,-1.23568,-1.16141,-1.09035,-1.01058,-0.95494,-0.87163,-0.77205,-0.64162,-0.5102,-0.34864,-0.21437,-0.09128,0.01314,0.14416,0.16451,240.0,53.0,0.08,0.08
561,-9.249,0.241,4043.6,85.31,219.23,0.11218,0.09128,0.07032,0.0381,7e-05,-0.0381,-0.0803,-0.11912,-0.15472,-0.18577,-0.21303,-0.23841,-0.24981,-0.24796,-0.24061,-0.23071,-0.20021,-0.16116,-0.10491,-0.05447,0.00526,0.0722,0.13819,0.21352,0.28839,0.37233,0.45472,0.53043,0.5876,0.69316,0.79002,0.87911,0.9492,0.99428,0.98995,0.88335,0.61497,0.09148,-0.72819,-1.77691,-1.77902,-3.80043,-3.5506,-3.05054,-2.49418,-2.17512,-1.94804,-1.68514,-1.4798,-1.36384,-1.26057,-1.15131,-1.06794,-0.96019,-0.83577,-0.68282,-0.53236,-0.35553,-0.21314,-0.09751,-0.01728,0.07922,0.11219,240.0,53.0,0.08,0.08
562,-9.249,0.241,4044.63,85.33,220.62,0.1121,0.0914,0.07045,0.03824,0.0002,-0.03797,-0.08016,-0.11902,-0.15455,-0.18569,-0.2129,-0.23826,-0.24965,-0.24783,-0.24051,-0.2306,-0.20014,-0.16111,-0.10482,-0.05433,0.0054,0.07231,0.1383,0.21364,0.28852,0.37245,0.45479,0.5305,0.58768,0.69327,0.79012,0.87934,0.94925,0.99441,0.99,0.88331,0.61491,0.09132,-0.72847,-1.77746,-1.77945,-3.80108,-3.5509,-3.05133,-2.49422,-2.17524,-1.94804,-1.68517,-1.47985,-1.36382,-1.26055,-1.1513,-1.06787,-0.96011,-0.83569,-0.68273,-0.53223,-0.35548,-0.21297,-0.09736,-0.01719,0.07928,0.11234,240.0,53.0,0.08,0.08
563,-11.276,0.241,4038.22,85.28,219.23,0.0145,0.04519,0.04178,0.02098,-0.00858,-0.0382,-0.07274,-0.10409,-0.13183,-0.15532,-0.17448,-0.19238,-0.19488,-0.1849,-0.16981,-0.15298,-0.1153,-0.07044,-0.00906,0.04648,0.1091,0.18069,0.24881,0.32597,0.40093,0.48522,0.56636,0.64038,0.70175,0.79675,0.87916,0.94798,0.99108,0.99611,0.93388,0.72899,0.32806,-0.38375,-1.41582,-2.71038,-2.71317,-4.85522,-4.40095,-3.63527,-2.9232,-2.50546,-2.20152,-1.88618,-1.63663,-1.48098,-1.34742,-1.20979,-1.09691,-0.96288,-0.80964,-0.6309,-0.4619,-0.29069,-0.18434,-0.12483,-0.09167,-0.03832,-0.02128,240.0,53.0,0.08,0.08
564,-12.277,0.241,4025.51,85.17,260.0,-0.072,0.00112,0.01062,-0.0023,-0.0264,-0.05086,-0.08116,-0.10855,-0.13225,-0.15201,-0.16744,-0.18158,-0.18026,-0.16652,-0.14794,-0.12753,-0.08661,-0.03904,0.02476,0.0827,0.1469,0.22034,0.28886,0.3667,0.44175,0.52596,0.60647,0.6795,0.74141,0.83146,0.90716,0.96686,0.99814,0.98655,0.8989,0.65318,0.19859,-0.58772,-1.69961,-3.08662,-3.08947,-5.24567,-4.71692,-3.82968,-3.05326,-2.59413,-2.25797,-1.92249,-1.6544,-1.4774,-1.32532,-1.16844,-1.03002,-0.87013,-0.68504,-0.49645,-0.36537,-0.2791,-0.24472,-0.22302,-0.20366,-0.14528,-0.12019,240.0,53.0,0.08,0.08
565,-13.258,0.24,3994.48,84.86,260.0,-0.16452,-0.05488,-0.03382,-0.03985,-0.05953,-0.07959,-0.10689,-0.13084,-0.15144,-0.16817,-0.18074,-0.19176,-0.18814,-0.17086,-0.14966,-0.12636,-0.08267,-0.03268,0.0331,0.09304,0.15909,0.23375,0.30298,0.38219,0.45777,0.54199,0.6225,0.69515,0.75698,0.84446,0.91669,0.97167,0.99728,0.9784,0.87994,0.61943,0.14227,-0.66432,-1.78722,-3.17221,-3.17508,-5.35554,-4.66846,-3.80569,-3.00064,-2.53029,-2.18421,-1.84592,-1.57668,-1.38736,-1.21969,-1.04965,-0.89032,-0.72752,-0.5731,-0.45408,-0.38432,-0.34232,-0.33047,-0.32001,-0.30505,-0.24561,-0.21058,240.0,53.0,0.08,0.08
566,-13.59,0.234,3815.12,82.93,260.0,-0.47674,-0.25909,-0.20176,-0.18854,-0.19606,-0.20656,-0.22793,-0.24742,-0.26482,-0.2789,-0.29002,-0.2998,-0.2964,-0.27947,-0.25909,-0.2365,-0.19413,-0.14467,-0.07883,-0.02036,0.04491,0.11836,0.18752,0.26526,0.3409,0.42373,0.50354,0.57469,0.62939,0.72623,0.81343,0.89211,0.9533,0.99279,0.99182,0.91132,0.71061,0.32626,-0.24859,-0.94369,-0.94459,-1.85272,-1.30366,-0.68208,-0.62071,-0.61872,-0.62525,-0.62936,-0.63161,-0.63568,-0.63934,-0.64477,-0.6532,-0.66338,-0.67529,-0.68686,-0.69979,-0.70051,-0.70982,-0.69848,-0.6656,-0.54738,-0.43077,240.0,53.0,0.08,0.08
567,-10.268,0.241,4032.6,85.26,220.85,0.06359,0.06904,0.0574,0.03117,-0.00237,-0.03615,-0.07437,-0.10941,-0.14098,-0.1681,-0.19125,-0.21237,-0.2196,-0.21366,-0.20245,-0.18857,-0.1547,-0.11269,-0.05375,-0.00063,0.0603,0.13014,0.19735,0.27384,0.34898,0.43326,0.51515,0.59031,0.65027,0.75058,0.84048,0.91972,0.97581,0.99983,0.96642,0.80901,0.47091,-0.15184,-1.08335,-2.26625,-2.26819,-4.36366,-4.00356,-3.37309,-2.73386,-2.36177,-2.09336,-1.80297,-1.57443,-1.43834,-1.31946,-1.1961,-1.09832,-0.97771,-0.83953,-0.67378,-0.51241,-0.32985,-0.19207,-0.09788,-0.04314,0.02625,0.05928,240.0,53.0,0.08,0.08
568,-8.225,0.241,4040.94,85.35,219.23,0.14367,0.10356,0.07506,0.03772,-0.00435,-0.04675,-0.09288,-0.1357,-0.17544,-0.21073,-0.24234,-0.27225,-0.28808,-0.29017,-0.28771,-0.28217,-0.2554,-0.21978,-0.16635,-0.11901,-0.06165,0.00302,0.06734,0.14075,0.21524,0.29869,0.38097,0.45697,0.50979,0.62012,0.7243,0.82349,0.90725,0.97453,1.0,0.9472,0.75379,0.33771,-0.35491,-1.25694,-1.25808,-3.1831,-3.05242,-2.70963,-2.21925,-1.95675,-1.7715,-1.54172,-1.36265,-1.26784,-1.18058,-1.08617,-1.01675,-0.92148,-0.80972,-0.66828,-0.5276,-0.35815,-0.21879,-0.09637,-0.00047,0.11657,0.14487,240.0,53.0,0.08,0.08
569,-6.174,0.242,4060.36,85.56,220.85,0.17435,0.11219,0.07208,0.02613,-0.02355,-0.07399,-0.12826,-0.17921,-0.2279,-0.27205,-0.31299,-0.35288,-0.37856,-0.39042,-0.39756,-0.40161,-0.38342,-0.35479,-0.30823,-0.26878,-0.21671,-0.15874,-0.0984,-0.03052,0.04197,0.12283,0.20483,0.27713,0.31454,0.43178,0.54721,0.66304,0.76903,0.87419,0.9606,0.99992,0.95047,0.74405,0.30751,-0.30264,-0.30292,-1.97247,-2.06098,-1.9475,-1.64299,-1.49285,-1.39089,-1.22828,-1.10248,-1.04833,-0.99305,-0.92814,-0.88571,-0.81431,-0.72674,-0.60721,-0.48496,-0.33179,-0.20365,-0.08274,0.02524,0.16541,0.17511,240.0,53.0,0.08,0.08
570,-4.106,0.242,4063.98,85.6,219.23,0.1817,0.11069,0.06206,0.00895,-0.04739,-0.1055,-0.16761,-0.22671,-0.28434,-0.3374,-0.38838,-0.43866,-0.47489,-0.49712,-0.5141,-0.52939,-0.52052,-0.50048,-0.46199,-0.43064,-0.38577,-0.33564,-0.28123,-0.22168,-0.15318,-0.07756,0.00331,0.0667,0.08055,0.19941,0.31953,0.44353,0.5616,0.68994,0.81903,0.93693,0.9994,0.96389,0.75913,0.40555,0.40603,-0.94742,-1.18859,-1.25909,-1.10863,-1.05022,-1.02079,-0.92039,-0.84375,-0.82506,-0.79888,-0.76112,-0.74275,-0.69334,-0.62765,-0.52864,-0.42356,-0.28707,-0.17178,-0.05901,0.04947,0.1952,0.18197,240.0,53.0,0.08,0.08
571,-2.059,0.242,4067.0,85.63,220.81,0.1798,0.10609,0.05087,-0.00855,-0.07103,-0.13663,-0.20659,-0.27399,-0.34089,-0.4034,-0.46473,-0.5259,-0.57353,-0.60722,-0.63531,-0.66221,-0.66414,-0.65414,-0.62519,-0.60372,-0.56636,-0.52759,-0.4807,-0.43011,-0.36996,-0.30157,-0.22796,-0.17604,-0.1898,-0.07543,0.04,0.16316,0.28085,0.4154,0.56537,0.73469,0.89166,0.98953,0.98062,0.84735,0.84814,-0.12597,-0.44851,-0.62936,-0.62202,-0.6386,-0.67015,-0.62526,-0.59257,-0.60413,-0.60429,-0.59152,-0.59467,-0.56559,-0.52031,-0.44082,-0.3526,-0.23288,-0.13098,-0.02864,0.07543,0.21855,0.17901,240.0,53.0,0.08,0.08
572,-0.004,0.242,4062.44,85.59,219.22,0.16629,0.09907,0.04043,-0.02317,-0.09048,-0.16288,-0.24018,-0.31575,-0.39204,-0.46437,-0.53561,-0.60855,-0.668,-0.71409,-0.75469,-0.79385,-0.80764,-0.80856,-0.79077,-0.78146,-0.75422,-0.72747,-0.69071,-0.65458,-0.6037,-0.54434,-0.48468,-0.45577,-0.49671,-0.38901,-0.28093,-0.17111,-0.06632,0.05515,0.20143,0.3923,0.60763,0.81876,0.97297,0.99936,1.0,0.4673,0.131,-0.10817,-0.19614,-0.27098,-0.35087,-0.35295,-0.35859,-0.39459,-0.41798,-0.42734,-0.44951,-0.43901,-0.41235,-0.35123,-0.27899,-0.1758,-0.08717,0.00397,0.10092,0.23505,0.16577,240.0,53.0,0.08,0.08
573,0.0,0.159,1757.42,55.88,220.84,0.16582,0.09879,0.04094,-0.02236,-0.08875,-0.16108,-0.23661,-0.31209,-0.38655,-0.45908,-0.52861,-0.59712,-0.65807,-0.70332,-0.74446,-0.7812,-0.79696,-0.79569,-0.77862,-0.76968,-0.74727,-0.71704,-0.68412,-0.64726,-0.59838,-0.53588,-0.47575,-0.43709,-0.49297,-0.38951,-0.28885,-0.17765,-0.07441,0.0479,0.19173,0.38446,0.59999,0.81512,0.97127,0.99919,1.0,0.46864,0.12948,-0.1081,-0.19931,-0.26752,-0.34483,-0.33953,-0.35249,-0.38844,-0.4092,-0.42228,-0.44042,-0.43215,-0.40652,-0.34681,-0.275,-0.17402,-0.08535,0.0056,0.10145,0.23564,0.16533,240.0,53.0,0.08,0.08
574,2.081,0.159,1755.86,55.85,219.15,0.14964,0.09047,0.03154,-0.03465,-0.1053,-0.18392,-0.26687,-0.35051,-0.43462,-0.51696,-0.59753,-0.6781,-0.75088,-0.80945,-0.86356,-0.9136,-0.94229,-0.95326,-0.9483,-0.95262,-0.94192,-0.92587,-0.90484,-0.88365,-0.84622,-0.79749,-0.74931,-0.73159,-0.83238,-0.746,-0.66639,-0.57755,-0.50284,-0.41179,-0.30008,-0.11823,0.11632,0.40142,0.71838,0.87992,0.88053,0.85128,0.57237,0.32142,0.17058,0.05546,-0.0562,-0.08953,-0.13276,-0.18959,-0.23065,-0.26256,-0.29677,-0.30522,-0.29666,-0.25422,-0.19801,-0.11331,-0.03777,0.04158,0.12861,0.24829,0.14906,240.0,53.0,0.08,0.08
575,4.115,0.159,1754.45,55.82,220.78,0.1229,0.07676,0.02305,-0.04146,-0.1131,-0.19622,-0.28568,-0.37714,-0.47088,-0.56383,-0.65539,-0.74785,-0.83337,-0.90514,-0.97162,-1.0366,-1.07882,-1.1031,-1.11181,-1.13032,-1.13205,-1.13246,-1.12469,-1.12012,-1.09541,-1.06413,-1.03355,-1.0398,-1.18973,-1.12858,-1.05862,-1.01933,-0.9776,-0.94323,-0.88567,-0.74393,-0.53197,-0.22889,0.22059,0.47337,0.47356,0.99738,0.85221,0.6382,0.4653,0.32492,0.19118,0.12836,0.06224,-0.00962,-0.06673,-0.11474,-0.16256,-0.18563,-0.19228,-0.16558,-0.12369,-0.05481,0.00854,0.07552,0.15392,0.25696,0.12161,240.0,53.0,0.08,0.08
576,6.153,0.159,1750.74,55.75,219.15,0.04264,0.01653,-0.01152,-0.04923,-0.09981,-0.17093,-0.25855,-0.35482,-0.45824,-0.56218,-0.66557,-0.76957,-0.86884,-0.95496,-1.03512,-1.11344,-1.17029,-1.20823,-1.23205,-1.26509,-1.28111,-1.29784,-1.3055,-1.32216,-1.3158,-1.30072,-1.2997,-1.33933,-1.50754,-1.47208,-1.42693,-1.40413,-1.42309,-1.44431,-1.45721,-1.37856,-1.21897,-0.93841,-0.39955,-0.0969,-0.09804,0.96856,0.97574,0.82959,0.6656,0.51944,0.37546,0.29511,0.21234,0.13035,0.06175,0.00162,-0.05711,-0.09233,-0.11178,-0.09869,-0.06908,-0.01367,0.03809,0.0942,0.16352,0.24474,0.03784,240.0,53.0,0.08,0.08
577,8.193,0.159,1747.37,55.69,220.86,-0.07165,-0.10565,-0.11462,-0.12616,-0.13874,-0.16025,-0.19784,-0.2628,-0.35947,-0.47341,-0.59338,-0.7153,-0.83384,-0.93979,-1.03823,-1.13281,-1.20686,-1.261,-1.30228,-1.35136,-1.3829,-1.41796,-1.44238,-1.47785,-1.48901,-1.49294,-1.5139,-1.58075,-1.78312,-1.78011,-1.76732,-1.78594,-1.84325,-1.94004,-2.02097,-2.01249,-1.92767,-1.69883,-1.10283,-0.77939,-0.78101,0.83377,1.0,0.9402,0.80561,0.66612,0.523,0.42928,0.33663,0.24647,0.16911,0.09918,0.03073,-0.01509,-0.04642,-0.04574,-0.02776,0.01485,0.05511,0.10051,0.16039,0.21557,-0.09774,240.0,53.0,0.08,0.08
578,10.211,0.158,1736.6,55.51,219.15,-0.22858,-0.28149,-0.28415,-0.28459,-0.28466,-0.28468,-0.28368,-0.28337,-0.28469,-0.29805,-0.33829,-0.43418,-0.58598,-0.74448,-0.88916,-1.01999,-1.12834,-1.2114,-1.28016,-1.35243,-1.40518,-1.46222,-1.50607,-1.56381,-1.59463,-1.61945,-1.66271,-1.75466,-1.98888,-2.01868,-2.03813,-2.09267,-2.19637,-2.3334,-2.51767,-2.58949,-2.57953,-2.41607,-1.79158,-1.46946,-1.47184,0.63845,0.96176,0.98894,0.89419,0.76922,0.63196,0.53151,0.43348,0.33776,0.25222,0.17491,0.09939,0.04433,0.00248,-0.0081,-0.00058,0.0305,0.06051,0.09575,0.14595,0.16946,-0.2265,240.0,53.0,0.08,0.08
579,12.216,0.157,1719.36,55.24,220.6,-0.31508,-0.37805,-0.38232,-0.37724,-0.3699,-0.36317,-0.35503,-0.34785,-0.33971,-0.33671,-0.33701,-0.34561,-0.37819,-0.46525,-0.61341,-0.78182,-0.93891,-1.06284,-1.16966,-1.27124,-1.3497,-1.43266,-1.49847,-1.57877,-1.63045,-1.67684,-1.74245,-1.85735,-2.11689,-2.17772,-2.22812,-2.31885,-2.45925,-2.66361,-2.91417,-3.0648,-3.13376,-3.03787,-2.40717,-2.0985,-2.10127,0.42382,0.88883,0.99986,0.9471,0.83979,0.71153,0.60821,0.50721,0.40777,0.31608,0.23329,0.15038,0.08757,0.03703,0.01693,0.01578,0.03768,0.05882,0.08546,0.12778,0.13014,-0.31938,240.0,53.0,0.08,0.08
580,14.225,0.157,1712.97,55.14,180.0,-0.38864,-0.43708,-0.43975,-0.43411,-0.425,-0.4167,-0.40731,-0.39874,-0.3888,-0.3833,-0.37892,-0.37695,-0.38073,-0.39636,-0.43533,-0.52583,-0.67577,-0.83087,-0.97887,-1.1138,-1.22252,-1.33385,-1.42343,-1.52776,-1.60094,-1.67068,-1.75874,-1.89467,-2.17262,-2.26512,-2.3465,-2.47335,-2.65164,-2.90349,-3.23014,-3.45373,-3.60443,-3.58494,-2.96769,-2.68332,-2.68638,0.19477,0.79273,0.99095,0.97958,0.89347,0.77686,0.67449,0.57292,0.47178,0.37458,0.28794,0.20039,0.13177,0.07396,0.04559,0.03659,0.04979,0.06209,0.08051,0.11596,0.10071,-0.36797,240.0,53.0,0.08,0.08
581,16.203,0.159,1762.97,55.97,180.0,-0.44999,-0.48216,-0.48284,-0.47772,-0.47022,-0.46308,-0.45494,-0.44716,-0.43752,-0.43009,-0.42278,-0.41525,-0.41402,-0.41458,-0.418,-0.42953,-0.46348,-0.52943,-0.6465,-0.79369,-0.9325,-1.07672,-1.19306,-1.32206,-1.41797,-1.51106,-1.61818,-1.76797,-2.04691,-2.16594,-2.27238,-2.42553,-2.63011,-2.89609,-3.27761,-3.55571,-3.7618,-3.80587,-3.23095,-2.97757,-2.98094,0.04365,0.71778,0.97396,0.9941,0.92696,0.82261,0.72437,0.62543,0.52587,0.42737,0.33867,0.24887,0.17474,0.11221,0.07873,0.06402,0.07101,0.07691,0.08753,0.11649,0.08523,-0.40213,240.0,53.0,0.08,0.08
582,18.144,0.156,1682.4,54.68,180.0,-0.56071,-0.60862,-0.62157,-0.6256,-0.62244,-0.61887,-0.61211,-0.60581,-0.59726,-0.59145,-0.58533,-0.57822,-0.57636,-0.57269,-0.5723,-0.57284,-0.57833,-0.58527,-0.60151,-0.62695,-0.66162,-0.71093,-0.76644,-0.84244,-0.921,-1.00942,-1.12023,-1.26564,-1.52285,-1.69991,-1.8586,-2.04611,-2.25871,-2.53621,-2.90385,-3.19436,-3.40907,-3.47134,-2.96849,-2.71857,-2.72146,0.09398,0.73309,0.97437,0.99117,0.92335,0.81823,0.7191,0.61841,0.51583,0.41464,0.32095,0.2269,0.14792,0.07914,0.03949,0.02033,0.02115,0.02436,0.03123,0.05684,0.01472,-0.53847,240.0,53.0,0.08,0.08
583,17.172,0.158,1733.73,55.5,180.0,-0.50837,-0.53656,-0.53947,-0.53742,-0.53142,-0.52532,-0.51698,-0.50888,-0.49802,-0.49001,-0.48093,-0.47114,-0.46717,-0.46417,-0.46318,-0.46503,-0.47553,-0.49366,-0.53127,-0.59785,-0.69203,-0.82618,-0.95628,-1.10642,-1.22581,-1.3396,-1.46332,-1.62145,-1.897,-2.03114,-2.14991,-2.31294,-2.52188,-2.79391,-3.17126,-3.46204,-3.67687,-3.73157,-3.18219,-2.93119,-2.9346,0.0418,0.71393,0.97117,0.99315,0.92726,0.82346,0.72494,0.62528,0.52424,0.42437,0.33309,0.24117,0.16451,0.09905,0.0623,0.04524,0.0492,0.05401,0.06246,0.08938,0.05165,-0.45455,240.0,53.0,0.08,0.08
584,11.21,0.159,1752.08,55.74,180.0,-0.27249,-0.33281,-0.33506,-0.33151,-0.32726,-0.32404,-0.31942,-0.31597,-0.31224,-0.31451,-0.3255,-0.36172,-0.45806,-0.61044,-0.77676,-0.92932,-1.05971,-1.16048,-1.24586,-1.33099,-1.39499,-1.46401,-1.51807,-1.58616,-1.62674,-1.66172,-1.71581,-1.81904,-2.06667,-2.11141,-2.14553,-2.21675,-2.34024,-2.5113,-2.72923,-2.83803,-2.86522,-2.73328,-2.10204,-1.78516,-1.78727,0.53654,0.93005,0.99783,0.92285,0.80594,0.67241,0.57011,0.47014,0.37222,0.28358,0.20334,0.12348,0.06463,0.01879,0.00342,0.00674,0.03339,0.05921,0.09013,0.13642,0.14904,-0.27588,240.0,53.0,0.08,0.08
585,9.201,0.16,1775.19,56.1,219.18,-0.12384,-0.17699,-0.1849,-0.1961,-0.20633,-0.21685,-0.23149,-0.25749,-0.30906,-0.39675,-0.51212,-0.64087,-0.77256,-0.89296,-1.00371,-1.10895,-1.19367,-1.25741,-1.30887,-1.36693,-1.40648,-1.45098,-1.48392,-1.52943,-1.54946,-1.56321,-1.59461,-1.67363,-1.8924,-1.90516,-1.90775,-1.94354,-2.02519,-2.15732,-2.27793,-2.30556,-2.25654,-2.06072,-1.44758,-1.12393,-1.12564,0.74168,0.98707,0.97078,0.85543,0.72294,0.58253,0.48527,0.38999,0.29705,0.2159,0.14192,0.07018,0.01986,-0.01661,-0.02157,-0.00877,0.02799,0.06321,0.10383,0.15924,0.20273,-0.16739,240.0,53.0,0.08,0.08
586,7.165,0.158,1745.59,55.61,220.81,-0.0115,-0.03677,-0.05276,-0.07369,-0.10263,-0.15056,-0.22348,-0.3159,-0.42375,-0.53504,-0.6466,-0.75854,-0.86608,-0.96096,-1.0493,-1.13531,-1.19995,-1.24557,-1.27763,-1.31865,-1.34188,-1.3679,-1.38403,-1.40959,-1.4122,-1.40668,-1.41687,-1.47056,-1.65684,-1.63617,-1.61044,-1.60661,-1.65217,-1.70018,-1.74694,-1.70573,-1.58249,-1.32589,-0.75407,-0.4374,-0.4383,0.91084,0.998,0.89475,0.74335,0.59966,0.45496,0.36797,0.27878,0.19224,0.11882,0.05349,-0.01041,-0.05116,-0.07686,-0.07006,-0.04637,0.00235,0.04841,0.09914,0.16353,0.23185,-0.02035,240.0,53.0,0.08,0.08
