,   Alpha,       M,       Q,       V,  Z_w.r., Cpu_001, Cpu_002, Cpu_003, Cpu_004, Cpu_005, Cpu_006, Cpu_007, Cpu_008, Cpu_009, Cpu_010, Cpu_011, Cpu_012, Cpu_013, Cpu_014, Cpu_015, Cpu_016, Cpu_017, Cpu_018, Cpu_019, Cpu_020, Cpu_021, Cpu_022, Cpu_023, Cpu_024, Cpu_025, Cpu_026, Cpu_027, Cpu_028, Cpu_029, Cpu_030, Cpu_031, Cpu_032, Cpu_033, Cpu_034, Cpu_035, Cpu_036, Cpu_037, Cpu_038, Cpu_039, Cpu_040, Cpl_001, Cpl_002, Cpl_003, Cpl_004, Cpl_005, Cpl_006, Cpl_007, Cpl_008, Cpl_009, Cpl_010, Cpl_011, Cpl_012, Cpl_013, Cpl_014, Cpl_015, Cpl_016, Cpl_017, Cpl_018, Cpl_019, Cpl_020, Cpl_021, Cpl_022, Cpl_023,Grade,Grit Size,Lower Coverage,Upper Coverage
31,-11.302,0.231,3768.56,80.76,49.23,0.099,0.10653,0.0969,0.07292,0.0416,0.01962,-0.03759,-0.07473,-0.09829,-0.12014,-0.1377,-0.1509,-0.15406,-0.14791,-0.13534,-0.11238,-0.07626,-0.02754,0.03042,0.08805,0.1493,0.2239,0.28861,0.36612,0.44205,0.52589,0.60651,0.67656,0.75275,0.83941,0.91222,0.96952,0.99811,0.98329,0.88892,0.63341,0.16691,-0.63281,-1.75374,-3.15947,-3.26176,-5.30492,-4.81348,-4.09441,-3.07233,-2.6636,-2.28525,-2.05986,-1.78339,-1.61087,-1.4728,-1.33049,-1.22332,-1.0886,-0.93954,-0.7609,-0.58912,-0.38776,-0.22989,-0.11127,-0.03943,0.05148,0.09441,0.0,0.0,0.0,0.0
32,-12.31,0.231,3792.64,81.04,50.86,0.05617,0.09216,0.09026,0.07153,0.04528,0.01645,-0.03638,-0.05997,-0.08271,-0.1009,-0.11497,-0.12458,-0.12377,-0.11388,-0.09761,-0.07144,-0.03219,0.01891,0.07897,0.13858,0.20119,0.27684,0.34246,0.42057,0.49587,0.57827,0.65691,0.72559,0.7988,0.87876,0.94204,0.98639,0.99879,0.9602,0.82981,0.51691,-0.02438,-0.92905,-2.16383,-3.702,-3.80592,-5.90325,-5.25988,-4.19043,-3.30702,-2.83081,-2.41237,-2.15694,-1.85785,-1.6667,-1.51267,-1.35619,-1.23466,-1.08802,-0.92613,-0.73614,-0.55585,-0.35826,-0.22193,-0.13728,-0.09069,-0.01408,0.03059,0.0,0.0,0.0,0.0
33,4.634,0.231,3769.2,80.79,49.22,0.17826,0.0931,0.01877,-0.06165,-0.14702,-0.23758,-0.33582,-0.43179,-0.53244,-0.62782,-0.72345,-0.82663,-0.91244,-0.96898,-1.08486,-1.16821,-1.20977,-1.23246,-1.25306,-1.27189,-1.28,-1.28151,-1.29291,-1.30415,-1.28593,-1.2564,-1.25011,-1.28811,-1.34033,-1.31254,-1.25541,-1.21579,-1.19614,-1.17944,-1.14569,-1.02405,-0.82673,-0.52895,-0.03051,0.24115,0.25751,0.99784,0.92778,0.75046,0.58226,0.43596,0.31044,0.20447,0.13284,0.05766,-0.00771,-0.05819,-0.10495,-0.13631,-0.14753,-0.12575,-0.09025,-0.04186,0.05498,0.11162,0.19246,0.30365,0.17989,0.0,0.0,0.0,0.0
34,5.663,0.231,3780.4,80.91,50.84,0.15767,0.0888,0.01744,-0.06234,-0.14834,-0.24191,-0.34338,-0.44392,-0.54954,-0.6507,-0.75295,-0.86273,-0.9585,-1.03642,-1.11018,-1.18544,-1.25083,-1.31065,-1.34071,-1.36576,-1.38056,-1.39078,-1.41124,-1.43299,-1.42359,-1.40377,-1.41108,-1.46503,-1.53592,-1.52615,-1.48583,-1.4677,-1.47488,-1.49369,-1.50139,-1.41595,-1.25009,-0.96595,-0.41273,-0.11513,-0.10028,0.96246,0.98082,0.84728,0.68855,0.54311,0.41359,0.30183,0.22209,0.14073,0.06905,0.012,-0.04113,-0.07859,-0.09661,-0.08201,-0.05237,-0.00823,0.08021,0.12944,0.20476,0.30547,0.16412,0.0,0.0,0.0,0.0
35,6.686,0.231,3769.01,80.8,49.24,0.12296,0.07464,0.01408,-0.05886,-0.1415,-0.23574,-0.33865,-0.44248,-0.55294,-0.65968,-0.76787,-0.88221,-0.98587,-1.075,-1.16138,-1.24922,-1.30737,-1.35166,-1.37238,-1.40744,-1.41245,-1.48798,-1.51507,-1.54736,-1.54789,-1.5387,-1.55979,-1.62858,-1.71696,-1.72601,-1.70339,-1.7077,-1.74352,-1.79946,-1.85126,-1.80664,-1.67848,-1.41665,-0.81785,-0.5047,-0.49209,0.89282,0.99945,0.91543,0.77265,0.63192,0.50101,0.38575,0.29963,0.21339,0.13596,0.07312,0.01471,-0.02822,-0.05256,-0.04471,-0.02096,0.01969,0.09248,0.14252,0.21219,0.30117,0.12438,0.0,0.0,0.0,0.0
36,0.004,0.231,3785.59,80.97,50.83,0.19682,0.10047,0.0369,-0.03127,-0.10355,-0.17624,-0.25646,-0.3318,-0.40906,-0.47881,-0.54261,-0.62638,-0.71863,-0.76061,-0.80229,-0.83384,-0.85117,-0.84711,-0.8364,-0.8241,-0.802,-0.76853,-0.74432,-0.71373,-0.663,-0.59957,-0.54673,-0.52415,-0.5013,-0.41316,-0.30571,-0.19849,-0.09734,0.02302,0.16702,0.35824,0.5736,0.79227,0.95905,0.99832,1.0,0.52943,0.19383,-0.04122,-0.14107,-0.22826,-0.29376,-0.34285,-0.35532,-0.38663,-0.41153,-0.42253,-0.43291,-0.43084,-0.40634,-0.35281,-0.27301,-0.14504,-0.06832,0.0196,0.12434,0.27421,0.19603,0.0,0.0,0.0,0.0
37,0.004,0.151,1623.61,52.59,180.79,0.19661,0.1019,0.03917,-0.02821,-0.09867,-0.1713,-0.24879,-0.32372,-0.39939,-0.46483,-0.53377,-0.65975,-0.70102,-0.74531,-0.78881,-0.81848,-0.83685,-0.83168,-0.82166,-0.80977,-0.78956,-0.75545,-0.73358,-0.70241,-0.65515,-0.59086,-0.54132,-0.51933,-0.49647,-0.40823,-0.3042,-0.19785,-0.09896,0.02146,0.16301,0.35489,0.56923,0.79134,0.95742,0.99629,1.0,0.52757,0.19,-0.03861,-0.14185,-0.22363,-0.2905,-0.33722,-0.34986,-0.37921,-0.40451,-0.41523,-0.42515,-0.42206,-0.39785,-0.34253,-0.2952,-0.13518,-0.06345,0.02385,0.12504,0.27421,0.1954,0.0,0.0,0.0,0.0
38,1.034,0.151,1621.74,52.55,179.25,0.19449,0.09917,0.03328,-0.03728,-0.11095,-0.1876,-0.26925,-0.34873,-0.43007,-0.5031,-0.56741,-0.68678,-0.76295,-0.8076,-0.85533,-0.89079,-0.9153,-0.91624,-0.91289,-0.90718,-0.89354,-0.86626,-0.85082,-0.82827,-0.7869,-0.72904,-0.68679,-0.67772,-0.6693,-0.59136,-0.49542,-0.39994,-0.31346,-0.20803,-0.07942,0.10972,0.33745,0.5993,0.84958,0.96025,0.97029,0.73816,0.42795,0.18847,0.05237,-0.05175,-0.1385,-0.20241,-0.23129,-0.27286,-0.30907,-0.32995,-0.34915,-0.35434,-0.3387,-0.29008,-0.2417,-0.11067,-0.03582,0.04447,0.14032,0.2812,0.1935,0.0,0.0,0.0,0.0
39,2.06,0.151,1622.08,52.55,180.77,0.19255,0.0974,0.02868,-0.04482,-0.12166,-0.20227,-0.28789,-0.37185,-0.45878,-0.5381,-0.61129,-0.69045,-0.82743,-0.87084,-0.92089,-0.96167,-0.99217,-0.99945,-1.0028,-1.0037,-0.99617,-0.97628,-0.96821,-0.95408,-0.91979,-0.86899,-0.83599,-0.83815,-0.84642,-0.78026,-0.69441,-0.61224,-0.54163,-0.45414,-0.34719,-0.16788,0.06218,0.35182,0.67703,0.84695,0.8615,0.88459,0.62027,0.38246,0.22526,0.10397,0.00124,-0.0772,-0.12033,-0.17249,-0.21847,-0.24812,-0.27611,-0.28897,-0.28162,-0.24017,-0.19377,-0.10473,-0.00761,0.06533,0.15571,0.28824,0.19162,0.0,0.0,0.0,0.0
40,3.086,0.151,1620.16,52.52,179.24,0.18962,0.09578,0.02439,-0.05188,-0.13177,-0.21612,-0.30584,-0.39448,-0.48665,-0.5721,-0.65426,-0.7289,-0.86097,-0.93853,-0.98741,-1.03377,-1.07037,-1.08424,-1.0944,-1.10224,-1.10171,-1.08974,-1.08961,-1.08476,-1.058,-1.01497,-0.99251,-1.00819,-1.03328,-0.98125,-0.90622,-0.84158,-0.78858,-0.72737,-0.64748,-0.48679,-0.26311,0.03885,0.43461,0.65388,0.67162,0.97265,0.77421,0.5521,0.38227,0.24809,0.13335,0.0419,-0.01323,-0.07497,-0.12975,-0.16819,-0.20388,-0.22411,-0.22468,-0.19084,-0.14875,-0.09615,0.02117,0.08531,0.17121,0.29518,0.1889,0.0,0.0,0.0,0.0
41,4.112,0.151,1620.44,52.52,180.86,0.18572,0.09518,0.02179,-0.05699,-0.13954,-0.2275,-0.32148,-0.41486,-0.51201,-0.60319,-0.69288,-0.78057,-0.85607,-1.0082,-1.05772,-1.10508,-1.147,-1.16736,-1.18492,-1.20014,-1.20604,-1.20268,-1.21101,-1.21565,-1.19532,-1.1628,-1.15165,-1.18206,-1.22487,-1.18873,-1.12768,-1.08161,-1.05106,-1.01948,-0.97249,-0.83743,-0.6335,-0.33082,0.12776,0.3864,0.4052,1.0,0.8871,0.69304,0.52001,0.37869,0.25395,0.15381,0.08687,0.01781,-0.04488,-0.09112,-0.13391,-0.1609,-0.16884,-0.14263,-0.10621,-0.05576,0.0487,0.10687,0.187,0.30205,0.18567,0.0,0.0,0.0,0.0
42,5.148,0.151,1617.93,52.48,179.16,0.17765,0.09445,0.02016,-0.06037,-0.14541,-0.23722,-0.33483,-0.43252,-0.53457,-0.63182,-0.72806,-0.82601,-0.90893,-0.98632,-1.12596,-1.17918,-1.22272,-1.24785,-1.27214,-1.29411,-1.3073,-1.31254,-1.32891,-1.34358,-1.33114,-1.3079,-1.30934,-1.35457,-1.41512,-1.39553,-1.35027,-1.3243,-1.31936,-1.32068,-1.3101,-1.20967,-1.03426,-0.74129,-0.229,0.05953,0.07713,0.98519,0.95838,0.80302,0.63533,0.49239,0.36179,0.25462,0.17899,0.10232,0.0337,-0.01951,-0.06867,-0.10184,-0.11657,-0.0976,-0.06688,-0.01843,0.0616,0.12725,0.2016,0.30751,0.17952,0.0,0.0,0.0,0.0
43,6.177,0.151,1617.8,52.48,180.83,0.16156,0.09217,0.02002,-0.06059,-0.14688,-0.24192,-0.34298,-0.44509,-0.55236,-0.65496,-0.75817,-0.86437,-0.96094,-1.03836,-1.10642,-1.22129,-1.29692,-1.33006,-1.36105,-1.38916,-1.40868,-1.4228,-1.44814,-1.47309,-1.46964,-1.45697,-1.47254,-1.5335,-1.61244,-1.6118,-1.58479,-1.58234,-1.60615,-1.6451,-1.67907,-1.62063,-1.48323,-1.21164,-0.65279,-0.34341,-0.32907,0.92509,0.99454,0.88942,0.73589,0.59605,0.4625,0.35026,0.26702,0.18458,0.10979,0.05043,-0.00489,-0.04378,-0.06518,-0.05335,-0.0288,0.0157,0.06717,0.1475,0.2154,0.31076,0.1658,0.0,0.0,0.0,0.0
44,7.199,0.151,1614.79,52.43,179.18,0.12654,0.07881,0.0182,-0.05522,-0.1382,-0.23374,-0.33688,-0.44224,-0.55415,-0.66234,-0.77161,-0.88289,-0.98806,-1.07887,-1.16711,-1.25376,-1.31423,-1.35353,-1.37714,-1.44684,-1.48899,-1.51608,-1.5501,-1.58357,-1.58788,-1.58548,-1.61561,-1.69059,-1.78557,-1.80327,-1.79441,-1.81487,-1.86671,-1.94321,-2.02148,-2.00602,-1.91072,-1.66842,-1.07482,-0.755,-0.74316,0.83508,0.99818,0.94477,0.81066,0.6769,0.54327,0.42835,0.33943,0.25276,0.17303,0.10845,0.04761,0.00342,-0.02384,-0.01856,0.00049,0.03984,0.08269,0.16048,0.22254,0.30609,0.12683,0.0,0.0,0.0,0.0
45,8.213,0.151,1620.18,52.51,180.76,0.06623,0.03821,0.00045,-0.0512,-0.11836,-0.20602,-0.30762,-0.41526,-0.53238,-0.64639,-0.76161,-0.87822,-0.99089,-1.091,-1.18789,-1.28098,-1.35256,-1.40566,-1.44109,-1.49324,-1.52106,-1.5559,-1.56958,-1.60287,-1.65717,-1.69474,-1.74571,-1.82901,-1.93636,-1.97173,-1.98093,-2.02408,-2.10349,-2.21577,-2.33674,-2.36559,-2.31465,-2.10528,-1.48531,-1.16356,-1.15597,0.72578,0.98103,0.97823,0.86631,0.74108,0.60925,0.49312,0.40013,0.30972,0.22607,0.15597,0.0913,0.04244,0.0094,0.00897,0.02257,0.05656,0.09759,0.15992,0.2241,0.29267,0.06153,0.0,0.0,0.0,0.0
46,9.249,0.151,1616.7,52.46,179.2,0.00719,-0.01736,-0.03843,-0.0666,-0.10811,-0.1752,-0.26771,-0.37565,-0.49854,-0.61989,-0.74266,-0.8661,-0.98692,-1.0954,-1.20013,-1.30035,-1.38031,-1.4412,-1.48599,-1.5463,-1.58361,-1.62917,-1.65915,-1.70652,-1.71612,-1.72255,-1.84084,-1.98285,-2.09481,-2.14463,-2.17261,-2.24072,-2.3496,-2.49894,-2.66583,-2.74286,-2.74227,-2.57336,-1.93386,-1.61371,-1.61076,0.58827,0.94278,0.99694,0.91229,0.79801,0.66996,0.55391,0.45795,0.36476,0.2767,0.20328,0.13401,0.08005,0.04267,0.03631,0.04429,0.07283,0.11142,0.14974,0.2265,0.27938,0.0004,0.0,0.0,0.0,0.0
47,10.252,0.151,1623.96,52.57,180.81,-0.0614,-0.09592,-0.10471,-0.11697,-0.13295,-0.163,-0.21859,-0.30662,-0.42676,-0.55422,-0.68587,-0.81724,-0.9469,-1.06424,-1.17719,-1.28516,-1.37335,-1.44162,-1.49584,-1.56389,-1.60994,-1.66457,-1.70556,-1.76585,-1.793,-1.82769,-1.85742,-1.98843,-2.20722,-2.27257,-2.32129,-2.40717,-2.54005,-2.71913,-2.92401,-3.04381,-3.08881,-2.95881,-2.3097,-1.99634,-1.99477,0.45851,0.89722,0.99999,0.94214,0.83907,0.71529,0.60038,0.50264,0.4075,0.3168,0.23989,0.16652,0.10926,0.06699,0.05566,0.05877,0.08206,0.11727,0.14912,0.22138,0.26073,-0.07928,0.0,0.0,0.0,0.0
48,11.256,0.151,1622.01,52.55,179.22,-0.1313,-0.19953,-0.20787,-0.21972,-0.23298,-0.24718,-0.26616,-0.29741,-0.35792,-0.4485,-0.56809,-0.70354,-0.84773,-0.98146,-1.10799,-1.22641,-1.32593,-1.40424,-1.46927,-1.54585,-1.60096,-1.66489,-1.7156,-1.78634,-1.82506,-1.87015,-1.92504,-2.06235,-2.22371,-2.2855,-2.39014,-2.55071,-2.69252,-2.88978,-3.1244,-3.28295,-3.36942,-3.27669,-2.62664,-2.32236,-2.30784,0.33871,0.8493,0.99999,0.96221,0.86991,0.75077,0.63734,0.53846,0.44185,0.34891,0.26931,0.19253,0.13178,0.08516,0.06902,0.0669,0.0861,0.11766,0.14879,0.20231,0.24034,-0.18591,0.0,0.0,0.0,0.0
49,12.25,0.151,1622.06,52.55,180.82,-0.23557,-0.31412,-0.32207,-0.3259,-0.32817,-0.33035,-0.32992,-0.33065,-0.3394,-0.36106,-0.40612,-0.48071,-0.60426,-0.76465,-0.93026,-1.07869,-1.20618,-1.30627,-1.39119,-1.48315,-1.55183,-1.6288,-1.69126,-1.77434,-1.82411,-1.87982,-1.94705,-2.0967,-2.28045,-2.34592,-2.37725,-2.59578,-2.83963,-3.03797,-3.2934,-3.48745,-3.61413,-3.55737,-2.91049,-2.6174,-2.60554,0.22428,0.80001,0.99393,0.97604,0.89386,0.7794,0.66753,0.5676,0.46989,0.37475,0.29215,0.21218,0.14767,0.09668,0.07559,0.06894,0.0833,0.11075,0.1393,0.17289,0.20503,-0.26547,0.0,0.0,0.0,0.0
50,13.263,0.152,1631.78,52.71,179.22,-0.31457,-0.38916,-0.39415,-0.39056,-0.38455,-0.37891,-0.37212,-0.36579,-0.3617,-0.3585,-0.36154,-0.3788,-0.44828,-0.59122,-0.77454,-0.94647,-1.0982,-1.21704,-1.31996,-1.42488,-1.50566,-1.59469,-1.66753,-1.76147,-1.82131,-1.8874,-1.9657,-2.12607,-2.32436,-2.41494,-2.45423,-2.56692,-2.98262,-3.19902,-3.46513,-3.69506,-3.86375,-3.84673,-3.20489,-2.92583,-2.90595,0.09877,0.74298,0.98285,0.98706,0.91644,0.80759,0.69817,0.59827,0.49974,0.40282,0.318,0.23506,0.16732,0.11235,0.08664,0.07562,0.08576,0.10915,0.13412,0.16402,0.18148,-0.31654,0.0,0.0,0.0,0.0
51,14.248,0.152,1631.67,52.71,180.86,-0.36164,-0.4257,-0.42532,-0.41661,-0.40706,-0.39873,-0.38991,-0.38219,-0.37655,-0.37145,-0.36911,-0.36993,-0.39229,-0.46869,-0.62238,-0.80735,-0.98461,-1.12524,-1.24725,-1.36694,-1.46046,-1.56185,-1.64548,-1.75046,-1.82027,-1.89615,-1.98567,-2.15615,-2.36827,-2.47639,-2.53968,-2.63216,-3.05973,-3.37628,-3.64235,-3.9055,-4.11653,-4.14031,-3.50682,-3.24108,-3.2202,-0.03236,0.68059,0.96703,0.994,0.93542,0.8323,0.72563,0.6256,0.52656,0.42806,0.34075,0.2553,0.18437,0.12554,0.09574,0.08126,0.08732,0.10667,0.12804,0.15642,0.15943,-0.34251,0.0,0.0,0.0,0.0
52,15.252,0.152,1637.91,52.82,179.23,-0.39168,-0.44896,-0.44889,-0.43971,-0.42863,-0.41914,-0.40918,-0.40047,-0.39361,-0.38726,-0.38306,-0.37922,-0.38461,-0.41156,-0.49414,-0.64996,-0.84212,-1.00628,-1.151,-1.28718,-1.39505,-1.50967,-1.6049,-1.72111,-1.80145,-1.88727,-1.9877,-2.16828,-2.39299,-2.51612,-2.60008,-2.72349,-3.008,-3.54262,-3.8025,-4.09346,-4.34582,-4.41046,-3.78842,-3.53896,-3.51799,-0.16312,0.61631,0.9483,0.99804,0.95192,0.85513,0.75133,0.65178,0.55251,0.45304,0.36395,0.27573,0.20195,0.13937,0.10617,0.08811,0.09022,0.10577,0.12337,0.14915,0.13867,-0.3647,0.0,0.0,0.0,0.0
53,0.004,0.151,1625.6,52.59,180.76,0.19682,0.10212,0.03942,-0.02801,-0.09838,-0.17104,-0.24849,-0.32342,-0.39925,-0.46468,-0.53366,-0.65944,-0.70051,-0.74502,-0.78848,-0.81807,-0.83651,-0.83144,-0.82157,-0.80952,-0.78928,-0.75535,-0.7333,-0.70192,-0.65501,-0.59088,-0.54112,-0.51898,-0.4964,-0.40808,-0.30421,-0.19761,-0.09888,0.02159,0.16303,0.35464,0.5689,0.79109,0.95683,0.99549,1.0,0.52726,0.18952,-0.03874,-0.14208,-0.22316,-0.29049,-0.33718,-0.34967,-0.37904,-0.40424,-0.41511,-0.42509,-0.42169,-0.39777,-0.34207,-0.29476,-0.13502,-0.06314,0.02396,0.12565,0.27453,0.19567,0.0,0.0,0.0,0.0
54,-1.029,0.151,1618.92,52.48,179.23,0.1984,0.10507,0.04544,-0.01892,-0.08609,-0.15489,-0.22822,-0.29879,-0.36903,-0.4276,-0.52094,-0.60353,-0.64514,-0.68713,-0.72543,-0.74949,-0.76178,-0.75144,-0.73587,-0.71795,-0.69227,-0.65259,-0.6241,-0.58539,-0.53317,-0.4635,-0.40676,-0.37482,-0.34028,-0.24492,-0.13349,-0.01974,0.08791,0.21755,0.3653,0.551,0.74309,0.91537,0.99641,0.96846,0.96812,0.27033,-0.07467,-0.28031,-0.34424,-0.39812,-0.44358,-0.47144,-0.46701,-0.48335,-0.49745,-0.49777,-0.49848,-0.48686,-0.45469,-0.39504,-0.32485,-0.17087,-0.08915,0.00493,0.11139,0.26757,0.19725,0.0,0.0,0.0,0.0
55,-2.056,0.151,1620.9,52.51,180.77,0.20052,0.1093,0.05306,-0.00791,-0.07167,-0.13631,-0.20527,-0.27099,-0.33475,-0.39221,-0.50582,-0.54628,-0.5878,-0.62548,-0.65819,-0.67662,-0.68257,-0.6668,-0.64505,-0.62283,-0.59045,-0.54471,-0.51052,-0.46622,-0.40735,-0.33282,-0.26946,-0.22822,-0.182,-0.07989,0.03575,0.15574,0.2686,0.4029,0.5504,0.72131,0.87883,0.98455,0.98302,0.85902,0.85424,-0.0639,-0.39866,-0.56526,-0.57801,-0.59681,-0.61524,-0.62074,-0.59661,-0.59779,-0.59921,-0.58788,-0.57801,-0.55715,-0.51753,-0.45703,-0.31934,-0.20911,-0.11624,-0.0148,0.09666,0.26035,0.19901,0.0,0.0,0.0,0.0
56,-3.089,0.151,1620.05,52.49,179.15,0.20215,0.11343,0.06071,0.0031,-0.0574,-0.11794,-0.18248,-0.24315,-0.30113,-0.37576,-0.45987,-0.49393,-0.53376,-0.56614,-0.59353,-0.60621,-0.60655,-0.58583,-0.56014,-0.53123,-0.49411,-0.44308,-0.40334,-0.35268,-0.28971,-0.2126,-0.14259,-0.0934,-0.03764,0.06973,0.18733,0.3094,0.42512,0.5591,0.69973,0.84798,0.96138,0.99666,0.90411,0.67151,0.66221,-0.45025,-0.75508,-0.86969,-0.82329,-0.80223,-0.7912,-0.77216,-0.72735,-0.71248,-0.70064,-0.67736,-0.65698,-0.62827,-0.58265,-0.47498,-0.36934,-0.24437,-0.14212,-0.03369,0.08191,0.25109,0.20057,0.0,0.0,0.0,0.0
57,-4.113,0.151,1620.64,52.5,180.82,0.20189,0.1171,0.06811,0.01385,-0.04328,-0.09995,-0.1601,-0.21565,-0.27166,-0.3611,-0.4125,-0.44656,-0.48281,-0.51195,-0.53237,-0.53981,-0.53502,-0.51133,-0.47929,-0.4458,-0.40463,-0.34865,-0.30613,-0.24868,-0.18196,-0.102,-0.02768,0.02808,0.08983,0.2013,0.31926,0.43992,0.5559,0.68545,0.81284,0.9318,0.99442,0.96459,0.76544,0.42093,0.40568,-0.87127,-1.13055,-1.18215,-1.07229,-1.0072,-0.96503,-0.92067,-0.85542,-0.82406,-0.79949,-0.76376,-0.73165,-0.66548,-0.60903,-0.51509,-0.41691,-0.27865,-0.16587,-0.05083,0.06702,0.23528,0.20106,0.0,0.0,0.0,0.0
58,-5.137,0.151,1618.41,52.46,179.21,0.19868,0.11929,0.07469,0.02428,-0.02923,-0.08163,-0.13696,-0.18691,-0.2519,-0.32818,-0.36628,-0.40039,-0.43097,-0.45465,-0.46988,-0.47213,-0.46196,-0.4338,-0.39732,-0.35905,-0.3137,-0.25535,-0.20679,-0.14435,-0.07475,0.00789,0.08569,0.14687,0.21486,0.32778,0.4443,0.56147,0.67404,0.79352,0.90175,0.98224,0.98831,0.87553,0.55912,0.08689,0.06389,-1.3618,-1.55594,-1.52849,-1.34679,-1.23019,-1.15325,-1.08198,-0.99487,-0.89541,-0.86208,-0.82348,-0.80046,-0.74289,-0.67008,-0.56213,-0.4539,-0.30834,-0.18718,-0.06647,0.05108,0.21517,0.19857,0.0,0.0,0.0,0.0
59,-6.176,0.151,1618.36,52.46,180.77,0.19451,0.12192,0.08197,0.0354,-0.0144,-0.06259,-0.11259,-0.15953,-0.24219,-0.28845,-0.3219,-0.35406,-0.37958,-0.39801,-0.4079,-0.405,-0.39052,-0.35789,-0.31723,-0.27476,-0.22593,-0.16393,-0.11155,-0.04506,0.02704,0.11155,0.19188,0.25747,0.33018,0.44257,0.55558,0.66812,0.77283,0.87839,0.96114,0.99662,0.94078,0.73084,0.28977,-0.31858,-0.35117,-1.90388,-2.01558,-1.89467,-1.64086,-1.47023,-1.35366,-1.2033,-1.08469,-1.03231,-0.97719,-0.91655,-0.87663,-0.80775,-0.72329,-0.6048,-0.48761,-0.3337,-0.20538,-0.08008,0.03727,0.19727,0.19472,0.0,0.0,0.0,0.0
60,-7.203,0.151,1615.6,52.41,179.14,0.18666,0.1233,0.08837,0.04579,-7e-05,-0.04356,-0.08805,-0.14405,-0.21551,-0.24862,-0.28035,-0.30887,-0.32978,-0.343,-0.34824,-0.3407,-0.3214,-0.28523,-0.24057,-0.19462,-0.14229,-0.07711,-0.02177,0.04852,0.1223,0.20765,0.2899,0.35825,0.43423,0.54489,0.65274,0.75802,0.85242,0.93944,0.99212,0.98099,0.85161,0.53529,-0.03603,-0.78891,-0.83099,-2.48716,-2.50002,-2.27291,-1.97383,-1.64459,-1.46057,-1.38091,-1.2299,-1.15146,-1.07937,-1.00306,-0.94925,-0.86897,-0.77297,-0.64388,-0.51766,-0.3555,-0.22045,-0.09114,0.02415,0.17659,0.1872,0.0,0.0,0.0,0.0
61,-8.22,0.151,1615.87,52.42,180.84,0.1742,0.12322,0.09374,0.05548,0.01361,-0.02452,-0.06587,-0.14254,-0.18272,-0.21242,-0.24144,-0.26589,-0.28222,-0.29086,-0.29113,-0.28068,-0.25598,-0.21613,-0.16819,-0.11857,-0.06359,0.00439,0.0625,0.13549,0.21032,0.29657,0.37969,0.45001,0.52746,0.63486,0.7359,0.83043,0.9131,0.97827,0.99707,0.93292,0.72339,0.29448,-0.41364,-1.31684,-1.36782,-3.1073,-3.00818,-2.6755,-2.37511,-1.86134,-1.66702,-1.54354,-1.36431,-1.26529,-1.1765,-1.08541,-1.01854,-0.92644,-0.81863,-0.67877,-0.54323,-0.37251,-0.23077,-0.09894,0.01162,0.15231,0.17473,0.0,0.0,0.0,0.0
62,-9.237,0.151,1613.11,52.38,179.19,0.15302,0.11943,0.09639,0.06296,0.02557,-0.00634,-0.06086,-0.12232,-0.15204,-0.17974,-0.20563,-0.22586,-0.23776,-0.24197,-0.23799,-0.22329,-0.19463,-0.15149,-0.10052,-0.04788,0.00946,0.07979,0.14001,0.21524,0.29093,0.37695,0.46001,0.53113,0.60919,0.7116,0.80478,0.88814,0.95568,0.99608,0.98104,0.85646,0.56253,0.01416,-0.83085,-1.88699,-1.94817,-3.74679,-3.52356,-3.09299,-2.46242,-2.10764,-1.85692,-1.6994,-1.49243,-1.37312,-1.26771,-1.16196,-1.08164,-0.97758,-0.85769,-0.70666,-0.56145,-0.38173,-0.23367,-0.10231,-0.00216,0.12075,0.1533,0.0,0.0,0.0,0.0
63,-10.274,0.151,1619.27,52.47,180.85,0.11602,0.10868,0.09391,0.06635,0.0345,0.00281,-0.06824,-0.09783,-0.12813,-0.15208,-0.17391,-0.19031,-0.19795,-0.19743,-0.18914,-0.17058,-0.13839,-0.09233,-0.03846,0.01679,0.0763,0.14863,0.2107,0.28781,0.36341,0.4489,0.53133,0.60265,0.6794,0.77648,0.86068,0.93194,0.98255,0.99731,0.94478,0.75614,0.37574,-0.29489,-1.27527,-2.4852,-2.55598,-4.39314,-4.03991,-3.55187,-2.59486,-2.33833,-2.03536,-1.84523,-1.61097,-1.47097,-1.34898,-1.2279,-1.13353,-1.01664,-0.88371,-0.72024,-0.56373,-0.37433,-0.22147,-0.09965,-0.02229,0.07185,0.11159,0.0,0.0,0.0,0.0
64,0.011,0.151,1612.7,52.36,179.15,0.1967,0.10209,0.03927,-0.02814,-0.09852,-0.17119,-0.24869,-0.32366,-0.39966,-0.46504,-0.53368,-0.66023,-0.70133,-0.7456,-0.78898,-0.8188,-0.83704,-0.83186,-0.82225,-0.81002,-0.78986,-0.756,-0.73406,-0.70246,-0.65571,-0.59149,-0.54189,-0.51982,-0.4972,-0.40914,-0.30518,-0.1994,-0.10001,0.02028,0.16175,0.3533,0.56772,0.79024,0.95717,0.99568,1.0,0.52958,0.19174,-0.0362,-0.14018,-0.2211,-0.28891,-0.33573,-0.34846,-0.37774,-0.40328,-0.41409,-0.42425,-0.42062,-0.39679,-0.34112,-0.29393,-0.13445,-0.06281,0.02436,0.12587,0.27466,0.19571,0.0,0.0,0.0,0.0
